"108年01月18日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","19,038,656","672,350,864","6,939","1.69",
"食品類指數          ","11,366,058","636,322,017","6,403","-8.13",
"塑膠類指數          ","42,594,312","2,188,069,216","18,458","1.69",
"紡織纖維類指數      ","24,547,517","1,133,750,892","10,482","0.81",
"電機機械類指數      ","55,757,349","4,755,850,586","29,987","1.57",
"電器電纜類指數      ","12,680,862","206,772,189","3,550","0.34",
"化學生技醫療類指數  ","29,827,973","1,741,410,649","15,112","0.54",
"化學類指數          ","15,165,437","504,656,393","6,851","0.58",
"生技醫療類指數      ","14,662,536","1,236,754,256","8,261","0.35",
"玻璃陶瓷類指數      ","824,896","9,981,563","358","0.13",
"造紙類指數          ","5,090,294","76,140,969","1,919","0.50",
"鋼鐵類指數          ","31,379,556","938,095,057","12,758","0.23",
"橡膠類指數          ","19,796,787","807,988,160","9,368","1.62",
"汽車類指數          ","2,640,193","210,101,104","1,593","2.00",
"電子類指數          ","925,720,551","63,812,237,496","435,915","1.76",
"半導體類指數        ","277,738,790","24,119,950,516","123,885","-0.42",
"電腦及週邊設備類指數","95,287,840","4,098,382,904","45,942","0.75",
"光電類指數          ","217,012,512","12,559,403,555","88,067","1.20",
"通信網路類指數      ","68,842,732","4,428,783,877","37,263","0.18",
"電子零組件類指數    ","209,070,247","13,939,387,023","109,225","1.01",
"電子通路類指數      ","9,659,908","336,998,823","5,443","1.05",
"資訊服務類指數      ","2,560,396","63,066,810","1,508","0.59",
"其他電子類指數      ","45,548,126","4,266,263,988","24,582","0.80",
"建材營造類指數      ","38,415,874","690,213,713","12,665","1.21",
"航運業類指數        ","31,887,241","610,415,552","12,038","0.29",
"觀光事業類指數      ","3,453,726","181,956,946","2,012","-0.05",
"金融保險類指數      ","274,718,784","5,726,343,198","71,821","3.07",
"貿易百貨類指數      ","10,949,446","712,476,292","6,173","3.04",
"油電燃氣類指數      ","2,600,495","200,197,317","1,451","1.78",
"其他類指數          ","29,651,884","2,275,250,267","19,753","1.24",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

