"104年05月04日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","6,223,844","222,879,189","2,948","-0.72",
"食品類指數          ","14,598,173","573,280,042","6,524","-2.91",
"塑膠類指數          ","40,222,549","1,704,365,754","17,944","2.04",
"紡織纖維類指數      ","117,781,579","3,051,826,279","40,470","-5.27",
"電機機械類指數      ","47,625,578","3,552,275,207","24,601","-0.24",
"電器電纜類指數      ","19,574,262","308,278,119","6,419","-0.06",
"化學生技醫療類指數  ","42,330,263","2,414,686,383","21,061","-0.40",
"化學類指數          ","31,623,516","1,600,256,003","14,392","-0.07",
"生技醫療類指數      ","10,706,747","814,430,380","6,669","-0.59",
"玻璃陶瓷類指數      ","5,686,212","154,951,141","2,466","-1.17",
"造紙類指數          ","5,347,731","68,381,930","1,598","-0.69",
"鋼鐵類指數          ","28,140,581","607,038,606","10,864","-0.55",
"橡膠類指數          ","14,793,562","671,886,648","6,671","-4.53",
"汽車類指數          ","3,887,767","367,160,499","2,759","-7.86",
"電子類指數          ","993,946,440","53,041,051,553","375,162","0.46",
"半導體類指數        ","352,849,814","21,313,329,314","121,687","-0.52",
"電腦及週邊設備類指數","108,279,407","4,623,887,771","46,890","0.54",
"光電類指數          ","276,246,037","11,279,682,976","83,389","0.78",
"通信網路類指數      ","57,592,525","3,031,497,950","29,393","0.02",
"電子零組件類指數    ","120,201,083","6,307,267,231","55,282","0.60",
"電子通路類指數      ","17,678,612","643,498,478","9,209","-0.02",
"資訊服務類指數      ","4,844,146","192,392,594","2,572","-0.90",
"其他電子類指數      ","56,254,816","5,649,495,239","26,740","0.17",
"建材營造類指數      ","51,748,904","1,179,986,265","18,311","-2.35",
"航運業類指數        ","71,645,678","1,695,463,416","25,160","-1.52",
"觀光事業類指數      ","6,863,599","605,688,572","3,964","0.01",
"金融保險類指數      ","752,999,954","16,433,758,210","139,525","19.13",
"貿易百貨類指數      ","39,436,656","1,162,723,080","11,992","2.02",
"油電燃氣類指數      ","4,702,645","272,794,060","2,475","1.70",
"其他類指數          ","57,834,906","3,660,801,096","28,992","0.86",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

