"107年05月02日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","32,990,762","1,174,257,655","11,725","0.43",
"食品類指數          ","20,726,138","1,102,889,750","10,320","-16.82",
"塑膠類指數          ","43,500,695","2,127,790,348","18,811","3.01",
"紡織纖維類指數      ","65,184,006","1,945,927,326","26,385","1.66",
"電機機械類指數      ","66,705,552","6,202,590,464","33,425","-5.34",
"電器電纜類指數      ","60,390,075","987,434,944","18,931","-1.08",
"化學生技醫療類指數  ","44,122,673","3,101,380,251","28,050","0.15",
"化學類指數          ","15,394,290","760,080,493","8,562","-0.66",
"生技醫療類指數      ","28,728,383","2,341,299,758","19,488","0.79",
"玻璃陶瓷類指數      ","4,156,079","68,304,687","1,748","-0.56",
"造紙類指數          ","9,972,504","177,819,617","4,064","2.86",
"鋼鐵類指數          ","92,061,271","2,646,758,953","38,652","-0.22",
"橡膠類指數          ","12,489,847","354,352,543","4,942","-0.55",
"汽車類指數          ","4,968,481","201,692,452","2,374","0.83",
"電子類指數          ","1,230,342,238","87,452,760,792","523,674","-2.65",
"半導體類指數        ","413,697,677","28,942,390,286","153,569","-2.77",
"電腦及週邊設備類指數","106,502,553","4,436,642,543","49,327","0.07",
"光電類指數          ","253,146,754","14,505,198,539","87,060","0.80",
"通信網路類指數      ","96,257,518","7,752,374,640","47,523","-0.22",
"電子零組件類指數    ","273,931,427","24,397,617,900","142,700","1.61",
"電子通路類指數      ","16,551,963","555,083,041","8,635","0.17",
"資訊服務類指數      ","4,167,088","123,376,893","2,154","0.03",
"其他電子類指數      ","66,087,258","6,740,076,950","32,706","-0.56",
"建材營造類指數      ","38,140,240","1,041,943,536","15,103","1.00",
"航運業類指數        ","71,897,774","1,292,396,958","24,132","-0.69",
"觀光事業類指數      ","1,713,574","200,543,589","1,406","-1.01",
"金融保險類指數      ","377,147,270","6,951,311,008","84,016","1.55",
"貿易百貨類指數      ","68,027,409","1,593,657,271","22,295","2.00",
"油電燃氣類指數      ","6,842,793","340,442,627","3,193","-1.87",
"其他類指數          ","35,003,380","1,869,787,750","19,489","-0.18",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

