"100年04月20日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","89,023,887","3,053,858,503","23,453","6.39",
"食品類指數          ","26,802,926","840,941,655","9,747","11.09",
"塑膠類指數          ","76,844,533","3,820,153,833","26,127","6.23",
"紡織纖維類指數      ","88,375,524","2,068,450,233","24,458","2.83",
"電機機械類指數      ","64,434,682","3,949,392,642","27,930","2.29",
"電器電纜類指數      ","23,283,400","379,017,342","6,155","0.73",
"化學生技醫療類指數  ","131,270,309","5,690,398,024","51,653","3.12",
"化學類指數          ","113,309,735","4,802,118,851","42,638","3.67",
"生技醫療類指數      ","17,960,574","888,279,173","9,015","1.20",
"玻璃陶瓷類指數      ","37,048,188","1,340,780,041","12,008","5.45",
"造紙類指數          ","12,827,842","193,893,725","3,411","1.73",
"鋼鐵類指數          ","43,997,937","1,105,910,097","13,230","1.06",
"橡膠類指數          ","26,098,983","1,317,317,465","11,232","4.73",
"汽車類指數          ","13,569,285","636,244,642","5,585","2.36",
"電子類指數          ","1,351,016,583","80,125,156,015","497,741","7.19",
"半導體類指數        ","303,845,488","15,530,954,977","104,014","1.44",
"電腦及週邊設備類指數","257,878,977","13,206,857,017","101,203","1.01",
"光電類指數          ","324,465,073","19,168,391,418","118,995","0.97",
"通信網路類指數      ","96,052,326","13,436,876,006","40,198","4.48",
"電子零組件類指數    ","233,221,586","8,642,187,355","76,444","2.12",
"電子通路類指數      ","19,519,125","867,984,959","9,452","2.23",
"資訊服務類指數      ","7,746,140","308,543,550","3,331","1.05",
"其他電子類指數      ","108,287,868","8,963,360,733","44,104","2.75",
"建材營造類指數      ","90,898,960","1,840,527,132","25,507","2.10",
"航運業類指數        ","81,154,354","2,083,708,557","23,410","1.08",
"觀光事業類指數      ","6,883,118","501,341,302","3,303","2.80",
"金融保險類指數      ","455,337,658","10,029,939,250","89,438","25.00",
"貿易百貨類指數      ","16,306,881","1,058,103,673","7,152","0.11",
"油電燃氣類指數      ","3,936,923","256,611,813","1,816","0.76",
"其他類指數          ","47,565,209","1,606,958,922","17,361","1.90",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

