"99年08月02日各類指數日成交量值"
"分類指數名稱","成交股數","成交金額","成交筆數","漲跌指數",
"水泥類指數          ","42,936,363","1,221,191,360","10,036","1.14",
"食品類指數          ","114,598,510","3,144,102,895","34,580","9.62",
"塑膠類指數          ","118,482,563","3,700,379,092","28,187","3.21",
"紡織纖維類指數      ","271,530,678","4,517,110,118","50,097","9.66",
"電機機械類指數      ","83,887,774","1,929,105,601","23,602","0.98",
"電器電纜類指數      ","73,861,343","1,278,835,928","15,418","1.41",
"化學生技醫療類指數  ","106,150,041","4,030,555,423","33,169","1.04",
"化學類指數          ","84,123,668","3,167,668,364","23,770","1.22",
"生技醫療類指數      ","22,026,373","862,887,059","9,399","0.43",
"玻璃陶瓷類指數      ","37,626,006","985,822,991","9,844","1.47",
"造紙類指數          ","31,516,968","488,387,197","6,384","3.01",
"鋼鐵類指數          ","81,767,496","1,796,858,392","22,007","1.68",
"橡膠類指數          ","42,066,306","2,149,160,369","13,484","3.42",
"汽車類指數          ","100,289,840","3,356,821,272","20,521","5.19",
"電子類指數          ","1,495,700,261","77,868,914,771","489,044","5.19",
"半導體類指數        ","371,523,751","21,206,892,996","116,753","0.35",
"電腦及週邊設備類指數","180,204,291","7,636,225,278","63,844","1.71",
"光電類指數          ","429,266,579","17,958,709,900","130,147","1.47",
"通信網路類指數      ","126,889,453","12,717,962,983","43,911","2.02",
"電子零組件類指數    ","214,685,340","7,484,956,068","66,871","1.76",
"電子通路類指數      ","36,318,990","1,672,530,125","13,897","2.47",
"資訊服務類指數      ","26,897,209","669,869,251","9,429","0.09",
"其他電子類指數      ","109,914,648","8,521,768,170","44,192","2.43",
"建材營造類指數      ","109,366,719","2,446,797,964","28,161","3.83",
"航運業類指數        ","196,054,386","4,332,252,852","42,144","2.56",
"觀光事業類指數      ","7,042,630","339,700,523","2,721","2.75",
"金融保險類指數      ","1,090,257,888","19,033,297,443","170,721","31.04",
"貿易百貨類指數      ","64,216,115","2,743,666,829","19,731","4.20",
"油電燃氣類指數      ","10,512,707","466,513,136","3,137","1.23",
"其他類指數          ","95,301,418","3,185,315,791","29,317","3.77",
"說明:"
"以上統計資料包括：一般交易、鉅額交易、零股交易及盤後定價交易之量值。"

